brand,dtime,atime,price,dcity,acity,flight_type,class_type,ddate,flytime_hours
VietJet Air,13:40:00,18:15:00,2496000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,2592000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,2671000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,2738000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,3051000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,3221000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,3413000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,3467000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,3497000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,3605000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,4598000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,4663000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,4685000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,4781000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,4938000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,5215000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,5304000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,5415000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,5598000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,10549000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,10778000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,11006000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
VietJet Air,13:40:00,18:15:00,11019000,phu-quoc-island,da-nang,oneway,economy,2023-12-13,4.583333333333333
Vietnam Airlines,14:20:00,22:35:00,2859000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,14:20:00,22:35:00,3300000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,14:20:00,22:35:00,3101000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,14:20:00,22:35:00,3353000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,14:20:00,22:35:00,2902000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,14:20:00,22:35:00,2950000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,14:20:00,22:35:00,3111000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,14:20:00,22:35:00,3143000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,14:20:00,22:35:00,3359000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,14:20:00,22:35:00,3505000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,14:20:00,22:35:00,3552000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,14:20:00,22:35:00,3654000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,14:20:00,22:35:00,3656000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,14:20:00,22:35:00,3743000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,14:20:00,22:35:00,3746000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,14:20:00,22:35:00,3755000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,14:20:00,22:35:00,3870000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,14:20:00,22:35:00,3915000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,14:20:00,22:35:00,4189000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,14:20:00,22:35:00,4754000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,14:20:00,22:35:00,4800000,phu-quoc-island,hanoi,oneway,economy,2023-12-13,8.25
Vietnam Airlines,15:15:00,19:45:00,2776000,phu-quoc-island,nha-trang,oneway,economy,2023-12-13,4.5
Vietnam Airlines,15:15:00,19:45:00,2589000,phu-quoc-island,nha-trang,oneway,economy,2023-12-13,4.5
Vietnam Airlines,15:15:00,19:45:00,2685000,phu-quoc-island,nha-trang,oneway,economy,2023-12-13,4.5
Vietnam Airlines,15:15:00,19:45:00,2833000,phu-quoc-island,nha-trang,oneway,economy,2023-12-13,4.5
Vietnam Airlines,15:15:00,19:45:00,2914000,phu-quoc-island,nha-trang,oneway,economy,2023-12-13,4.5
Vietnam Airlines,15:15:00,19:45:00,2933000,phu-quoc-island,nha-trang,oneway,economy,2023-12-13,4.5
Vietnam Airlines,15:15:00,19:45:00,3083000,phu-quoc-island,nha-trang,oneway,economy,2023-12-13,4.5
Vietnam Airlines,15:15:00,19:45:00,3221000,phu-quoc-island,nha-trang,oneway,economy,2023-12-13,4.5
Vietnam Airlines,15:15:00,19:45:00,4939000,phu-quoc-island,nha-trang,oneway,economy,2023-12-13,4.5
Vietnam Airlines,15:15:00,19:45:00,7483000,phu-quoc-island,nha-trang,oneway,economy,2023-12-13,4.5
Vietnam Airlines,15:15:00,19:45:00,7484000,phu-quoc-island,nha-trang,oneway,economy,2023-12-13,4.5
Vietnam Airlines,17:25:00,21:30:00,3575000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,2085000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,2089000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,2118000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,2313000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,2326000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,2330000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,2507000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,2520000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,2528000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,2603000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,2613000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,3303000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,3413000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,3484000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,4687000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,4722000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,4921000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,5430000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,5629000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,6234000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,17:25:00,21:30:00,6420000,phu-quoc-island,hue,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,15:15:00,21:15:00,2874000,phu-quoc-island,vinh,oneway,economy,2023-12-13,
Vietnam Airlines,15:15:00,21:15:00,2529000,phu-quoc-island,vinh,oneway,economy,2023-12-13,
Vietnam Airlines,15:15:00,21:15:00,2757000,phu-quoc-island,vinh,oneway,economy,2023-12-13,
Vietnam Airlines,15:15:00,21:15:00,2770000,phu-quoc-island,vinh,oneway,economy,2023-12-13,
Vietnam Airlines,15:15:00,21:15:00,2790000,phu-quoc-island,vinh,oneway,economy,2023-12-13,
Vietnam Airlines,15:15:00,21:15:00,2830000,phu-quoc-island,vinh,oneway,economy,2023-12-13,
Vietnam Airlines,15:15:00,21:15:00,2882000,phu-quoc-island,vinh,oneway,economy,2023-12-13,
Vietnam Airlines,15:15:00,21:15:00,2914000,phu-quoc-island,vinh,oneway,economy,2023-12-13,
Vietnam Airlines,15:15:00,21:15:00,3228000,phu-quoc-island,vinh,oneway,economy,2023-12-13,
Vietnam Airlines,15:15:00,21:15:00,3387000,phu-quoc-island,vinh,oneway,economy,2023-12-13,
Vietnam Airlines,15:15:00,21:15:00,3413000,phu-quoc-island,vinh,oneway,economy,2023-12-13,
Vietnam Airlines,15:15:00,21:15:00,3803000,phu-quoc-island,vinh,oneway,economy,2023-12-13,
Vietnam Airlines,15:15:00,21:15:00,4404000,phu-quoc-island,vinh,oneway,economy,2023-12-13,
Vietnam Airlines,15:15:00,21:15:00,4688000,phu-quoc-island,vinh,oneway,economy,2023-12-13,
Vietnam Airlines,15:15:00,21:15:00,5032000,phu-quoc-island,vinh,oneway,economy,2023-12-13,
Vietnam Airlines,15:15:00,21:15:00,6690000,phu-quoc-island,vinh,oneway,economy,2023-12-13,
Vietnam Airlines,15:15:00,21:15:00,8000000,phu-quoc-island,vinh,oneway,economy,2023-12-13,
Vietnam Airlines,15:15:00,21:15:00,8040000,phu-quoc-island,vinh,oneway,economy,2023-12-13,
Vietnam Airlines,14:20:00,19:55:00,2969000,phu-quoc-island,haiphong,oneway,economy,2023-12-13,5.583333333333333
Vietnam Airlines,14:20:00,19:55:00,2973000,phu-quoc-island,haiphong,oneway,economy,2023-12-13,5.583333333333333
Vietnam Airlines,14:20:00,19:55:00,3061000,phu-quoc-island,haiphong,oneway,economy,2023-12-13,5.583333333333333
Vietnam Airlines,14:20:00,19:55:00,3079000,phu-quoc-island,haiphong,oneway,economy,2023-12-13,5.583333333333333
Vietnam Airlines,14:20:00,19:55:00,3095000,phu-quoc-island,haiphong,oneway,economy,2023-12-13,5.583333333333333
Vietnam Airlines,14:20:00,19:55:00,3141000,phu-quoc-island,haiphong,oneway,economy,2023-12-13,5.583333333333333
Vietnam Airlines,14:20:00,19:55:00,3226000,phu-quoc-island,haiphong,oneway,economy,2023-12-13,5.583333333333333
Vietnam Airlines,14:20:00,19:55:00,3243000,phu-quoc-island,haiphong,oneway,economy,2023-12-13,5.583333333333333
Vietnam Airlines,20:30:00,09:00:00,2834000,phu-quoc-island,dong-hoi,oneway,economy,2023-12-13,12.5
Vietnam Airlines,20:30:00,09:00:00,2864000,phu-quoc-island,dong-hoi,oneway,economy,2023-12-13,12.5
Vietnam Airlines,20:30:00,09:00:00,2937000,phu-quoc-island,dong-hoi,oneway,economy,2023-12-13,12.5
Vietnam Airlines,20:30:00,09:00:00,3387000,phu-quoc-island,dong-hoi,oneway,economy,2023-12-13,12.5
Vietnam Airlines,20:30:00,09:00:00,4482000,phu-quoc-island,dong-hoi,oneway,economy,2023-12-13,12.5
Vietnam Airlines,20:30:00,09:00:00,4687000,phu-quoc-island,dong-hoi,oneway,economy,2023-12-13,12.5
Vietnam Airlines,20:30:00,09:00:00,4716000,phu-quoc-island,dong-hoi,oneway,economy,2023-12-13,12.5
VietJet Air,07:15:00,12:25:00,2183000,phu-quoc-island,chu-lai,oneway,economy,2023-12-13,5.166666666666667
VietJet Air,07:15:00,12:25:00,2273000,phu-quoc-island,chu-lai,oneway,economy,2023-12-13,5.166666666666667
VietJet Air,07:15:00,12:25:00,2302000,phu-quoc-island,chu-lai,oneway,economy,2023-12-13,5.166666666666667
VietJet Air,07:15:00,12:25:00,2411000,phu-quoc-island,chu-lai,oneway,economy,2023-12-13,5.166666666666667
VietJet Air,07:15:00,12:25:00,2514000,phu-quoc-island,chu-lai,oneway,economy,2023-12-13,5.166666666666667
VietJet Air,07:15:00,12:25:00,3070000,phu-quoc-island,chu-lai,oneway,economy,2023-12-13,5.166666666666667
VietJet Air,07:15:00,12:25:00,3162000,phu-quoc-island,chu-lai,oneway,economy,2023-12-13,5.166666666666667
VietJet Air,07:15:00,12:25:00,3288000,phu-quoc-island,chu-lai,oneway,economy,2023-12-13,5.166666666666667
VietJet Air,07:15:00,12:25:00,3718000,phu-quoc-island,chu-lai,oneway,economy,2023-12-13,5.166666666666667
VietJet Air,07:15:00,12:25:00,4746000,phu-quoc-island,chu-lai,oneway,economy,2023-12-13,5.166666666666667
VietJet Air,07:15:00,12:25:00,4951000,phu-quoc-island,chu-lai,oneway,economy,2023-12-13,5.166666666666667
VietJet Air,07:15:00,12:25:00,4979000,phu-quoc-island,chu-lai,oneway,economy,2023-12-13,5.166666666666667
VietJet Air,07:15:00,12:25:00,5611000,phu-quoc-island,chu-lai,oneway,economy,2023-12-13,5.166666666666667
VietJet Air,07:15:00,12:25:00,6151000,phu-quoc-island,chu-lai,oneway,economy,2023-12-13,5.166666666666667
Vietnam Airlines,14:20:00,17:55:00,2745000,phu-quoc-island,pleiku,oneway,economy,2023-12-13,3.5833333333333335
Vietnam Airlines,14:20:00,17:55:00,2254000,phu-quoc-island,pleiku,oneway,economy,2023-12-13,3.5833333333333335
Vietnam Airlines,14:20:00,17:55:00,2482000,phu-quoc-island,pleiku,oneway,economy,2023-12-13,3.5833333333333335
Vietnam Airlines,14:20:00,17:55:00,2538000,phu-quoc-island,pleiku,oneway,economy,2023-12-13,3.5833333333333335
Vietnam Airlines,14:20:00,17:55:00,2703000,phu-quoc-island,pleiku,oneway,economy,2023-12-13,3.5833333333333335
Vietnam Airlines,14:20:00,17:55:00,2728000,phu-quoc-island,pleiku,oneway,economy,2023-12-13,3.5833333333333335
Vietnam Airlines,14:20:00,17:55:00,2902000,phu-quoc-island,pleiku,oneway,economy,2023-12-13,3.5833333333333335
Vietnam Airlines,14:20:00,17:55:00,2915000,phu-quoc-island,pleiku,oneway,economy,2023-12-13,3.5833333333333335
Vietnam Airlines,14:20:00,17:55:00,2940000,phu-quoc-island,pleiku,oneway,economy,2023-12-13,3.5833333333333335
Vietnam Airlines,14:20:00,17:55:00,3130000,phu-quoc-island,pleiku,oneway,economy,2023-12-13,3.5833333333333335
Vietnam Airlines,14:20:00,17:55:00,3498000,phu-quoc-island,pleiku,oneway,economy,2023-12-13,3.5833333333333335
Vietnam Airlines,14:20:00,17:55:00,4052000,phu-quoc-island,pleiku,oneway,economy,2023-12-13,3.5833333333333335
Vietnam Airlines,14:20:00,17:55:00,5077000,phu-quoc-island,pleiku,oneway,economy,2023-12-13,3.5833333333333335
Vietnam Airlines,14:20:00,17:55:00,5144000,phu-quoc-island,pleiku,oneway,economy,2023-12-13,3.5833333333333335
Vietnam Airlines,14:20:00,17:55:00,5173000,phu-quoc-island,pleiku,oneway,economy,2023-12-13,3.5833333333333335
Vietnam Airlines,14:20:00,17:55:00,5312000,phu-quoc-island,pleiku,oneway,economy,2023-12-13,3.5833333333333335
Vietnam Airlines,15:15:00,19:20:00,2802000,phu-quoc-island,buon-ma-thuot,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,15:15:00,19:20:00,1879000,phu-quoc-island,buon-ma-thuot,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,15:15:00,19:20:00,1908000,phu-quoc-island,buon-ma-thuot,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,15:15:00,19:20:00,1944000,phu-quoc-island,buon-ma-thuot,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,15:15:00,19:20:00,2120000,phu-quoc-island,buon-ma-thuot,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,15:15:00,19:20:00,2221000,phu-quoc-island,buon-ma-thuot,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,15:15:00,19:20:00,2788000,phu-quoc-island,buon-ma-thuot,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,15:15:00,19:20:00,2925000,phu-quoc-island,buon-ma-thuot,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,15:15:00,19:20:00,3050000,phu-quoc-island,buon-ma-thuot,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,15:15:00,19:20:00,3083000,phu-quoc-island,buon-ma-thuot,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,15:15:00,19:20:00,3359000,phu-quoc-island,buon-ma-thuot,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,15:15:00,19:20:00,4622000,phu-quoc-island,buon-ma-thuot,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,15:15:00,19:20:00,4856000,phu-quoc-island,buon-ma-thuot,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,15:15:00,19:20:00,6690000,phu-quoc-island,buon-ma-thuot,oneway,economy,2023-12-13,4.083333333333333
Vietnam Airlines,20:30:00,06:05:00,2957000,phu-quoc-island,rach-gia,oneway,economy,2023-12-13,9.583333333333334
Vietnam Airlines,20:30:00,06:05:00,2716000,phu-quoc-island,rach-gia,oneway,economy,2023-12-13,9.583333333333334
Vietnam Airlines,20:30:00,06:05:00,2745000,phu-quoc-island,rach-gia,oneway,economy,2023-12-13,9.583333333333334
Vietnam Airlines,20:30:00,06:05:00,4433000,phu-quoc-island,rach-gia,oneway,economy,2023-12-13,9.583333333333334
VietJet Air,11:50:00,16:20:00,2666000,phu-quoc-island,con-dao-island,oneway,economy,2023-12-13,4.5
Vietnam Airlines,11:50:00,16:20:00,2666000,phu-quoc-island,con-dao-island,oneway,economy,2023-12-13,4.5
VietJet Air,11:50:00,16:20:00,2747000,phu-quoc-island,con-dao-island,oneway,economy,2023-12-13,4.5
Vietnam Airlines,11:50:00,16:20:00,2747000,phu-quoc-island,con-dao-island,oneway,economy,2023-12-13,4.5
VietJet Air,11:50:00,16:20:00,2754000,phu-quoc-island,con-dao-island,oneway,economy,2023-12-13,4.5
Vietnam Airlines,11:50:00,16:20:00,2754000,phu-quoc-island,con-dao-island,oneway,economy,2023-12-13,4.5
VietJet Air,11:50:00,16:20:00,3591000,phu-quoc-island,con-dao-island,oneway,economy,2023-12-13,4.5
Vietnam Airlines,11:50:00,16:20:00,3591000,phu-quoc-island,con-dao-island,oneway,economy,2023-12-13,4.5
VietJet Air,11:50:00,16:20:00,3620000,phu-quoc-island,con-dao-island,oneway,economy,2023-12-13,4.5
Vietnam Airlines,11:50:00,16:20:00,3620000,phu-quoc-island,con-dao-island,oneway,economy,2023-12-13,4.5
VietJet Air,11:50:00,16:20:00,3832000,phu-quoc-island,con-dao-island,oneway,economy,2023-12-13,4.5
Vietnam Airlines,11:50:00,16:20:00,3832000,phu-quoc-island,con-dao-island,oneway,economy,2023-12-13,4.5
VietJet Air,11:50:00,16:20:00,4077000,phu-quoc-island,con-dao-island,oneway,economy,2023-12-13,4.5
Vietnam Airlines,11:50:00,16:20:00,4077000,phu-quoc-island,con-dao-island,oneway,economy,2023-12-13,4.5
VietJet Air,11:50:00,16:20:00,10522000,phu-quoc-island,con-dao-island,oneway,economy,2023-12-13,4.5
Vietnam Airlines,11:50:00,16:20:00,10522000,phu-quoc-island,con-dao-island,oneway,economy,2023-12-13,4.5
VietJet Air,11:50:00,16:20:00,10535000,phu-quoc-island,con-dao-island,oneway,economy,2023-12-13,4.5
Vietnam Airlines,11:50:00,16:20:00,10535000,phu-quoc-island,con-dao-island,oneway,economy,2023-12-13,4.5
VietJet Air,13:40:00,17:20:00,3011000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
Vietnam Airlines,13:40:00,17:20:00,3011000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
VietJet Air,13:40:00,17:20:00,2330000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
Vietnam Airlines,13:40:00,17:20:00,2330000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
VietJet Air,13:40:00,17:20:00,2419000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
Vietnam Airlines,13:40:00,17:20:00,2419000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
VietJet Air,13:40:00,17:20:00,2538000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
Vietnam Airlines,13:40:00,17:20:00,2538000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
VietJet Air,13:40:00,17:20:00,2542000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
Vietnam Airlines,13:40:00,17:20:00,2542000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
VietJet Air,13:40:00,17:20:00,2750000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
Vietnam Airlines,13:40:00,17:20:00,2750000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
VietJet Air,13:40:00,17:20:00,2783000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
Vietnam Airlines,13:40:00,17:20:00,2783000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
VietJet Air,13:40:00,17:20:00,2810000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
Vietnam Airlines,13:40:00,17:20:00,2810000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
VietJet Air,13:40:00,17:20:00,2917000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
Vietnam Airlines,13:40:00,17:20:00,2917000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
VietJet Air,13:40:00,17:20:00,2951000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
Vietnam Airlines,13:40:00,17:20:00,2951000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
VietJet Air,13:40:00,17:20:00,3145000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
Vietnam Airlines,13:40:00,17:20:00,3145000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
VietJet Air,13:40:00,17:20:00,3775000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
Vietnam Airlines,13:40:00,17:20:00,3775000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
VietJet Air,13:40:00,17:20:00,4720000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
Vietnam Airlines,13:40:00,17:20:00,4720000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
VietJet Air,13:40:00,17:20:00,4954000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
Vietnam Airlines,13:40:00,17:20:00,4954000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
VietJet Air,13:40:00,17:20:00,4960000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
Vietnam Airlines,13:40:00,17:20:00,4960000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
VietJet Air,13:40:00,17:20:00,5194000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
Vietnam Airlines,13:40:00,17:20:00,5194000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
VietJet Air,13:40:00,17:20:00,6424000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
Vietnam Airlines,13:40:00,17:20:00,6424000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
VietJet Air,13:40:00,17:20:00,6690000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
Vietnam Airlines,13:40:00,17:20:00,6690000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
VietJet Air,13:40:00,17:20:00,7230000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
Vietnam Airlines,13:40:00,17:20:00,7230000,phu-quoc-island,Da-lat,oneway,economy,2023-12-13,3.6666666666666665
VietJet Air,13:30:00,21:10:00,7067000,phu-quoc-island,Can-tho,oneway,economy,2023-12-13,7.666666666666667
VietJet Air,13:30:00,21:10:00,5026000,phu-quoc-island,Can-tho,oneway,economy,2023-12-13,7.666666666666667
VietJet Air,13:30:00,21:10:00,5031000,phu-quoc-island,Can-tho,oneway,economy,2023-12-13,7.666666666666667
VietJet Air,13:30:00,21:10:00,5280000,phu-quoc-island,Can-tho,oneway,economy,2023-12-13,7.666666666666667
VietJet Air,13:30:00,21:10:00,5879000,phu-quoc-island,Can-tho,oneway,economy,2023-12-13,7.666666666666667
VietJet Air,13:30:00,21:10:00,6155000,phu-quoc-island,Can-tho,oneway,economy,2023-12-13,7.666666666666667
VietJet Air,13:30:00,21:10:00,7069000,phu-quoc-island,Can-tho,oneway,economy,2023-12-13,7.666666666666667
VietJet Air,13:30:00,21:10:00,7289000,phu-quoc-island,Can-tho,oneway,economy,2023-12-13,7.666666666666667
Pacific Airlines,19:30:00,10:50:00,3006000,phu-quoc-island,dien-bien-phu,oneway,economy,2023-12-13,15.333333333333334
VietJet Air,19:30:00,10:50:00,3006000,phu-quoc-island,dien-bien-phu,oneway,economy,2023-12-13,15.333333333333334
Pacific Airlines,19:30:00,10:50:00,3218000,phu-quoc-island,dien-bien-phu,oneway,economy,2023-12-13,15.333333333333334
VietJet Air,19:30:00,10:50:00,3218000,phu-quoc-island,dien-bien-phu,oneway,economy,2023-12-13,15.333333333333334
Pacific Airlines,19:30:00,10:50:00,4694000,phu-quoc-island,dien-bien-phu,oneway,economy,2023-12-13,15.333333333333334
VietJet Air,19:30:00,10:50:00,4694000,phu-quoc-island,dien-bien-phu,oneway,economy,2023-12-13,15.333333333333334
Pacific Airlines,19:30:00,10:50:00,5953000,phu-quoc-island,dien-bien-phu,oneway,economy,2023-12-13,15.333333333333334
VietJet Air,19:30:00,10:50:00,5953000,phu-quoc-island,dien-bien-phu,oneway,economy,2023-12-13,15.333333333333334
Pacific Airlines,19:30:00,10:50:00,6175000,phu-quoc-island,dien-bien-phu,oneway,economy,2023-12-13,15.333333333333334
